model,scope,prevalence,threshold,tp,fp,fn,tn,recall,fpr,precision,f1
raw100,7000,0.01,0.9994805844224834,3001,2,25,29916,0.9917382683410443,6.68493883280968e-05,0.9933710148757291,0.9925539701437804
raw100,7000,0.1,0.9994805844224834,3001,2,25,29916,0.9917382683410443,6.68493883280968e-05,0.99939371128061,0.995551273105154
raw100,7500,0.001,0.9994805844224834,3015,2,15,29916,0.995049504950495,6.68493883280968e-05,0.9371063066668287,0.9652090798560256
raw100,7500,0.01,0.9994805844224834,3015,2,15,29916,0.995049504950495,6.68493883280968e-05,0.9933929284709675,0.9942205266616791
raw100,7500,0.1,0.9994805844224834,3015,2,15,29916,0.995049504950495,6.68493883280968e-05,0.9993957276147494,0.9972178807172783
raw100,8000,0.001,0.9994805844224834,2999,0,17,29920,0.9943633952254642,0.0,1.0,0.9971737323358271
raw100,8000,0.01,0.9994805844224834,2999,0,17,29920,0.9943633952254642,0.0,1.0,0.9971737323358271
raw100,8000,0.1,0.9994805844224834,2999,0,17,29920,0.9943633952254642,0.0,1.0,0.9971737323358272
raw100,8500,0.001,0.9994805844224834,3000,1,12,29909,0.9960159362549801,3.3433634236041456e-05,0.9675542286486888,0.9815788079793595
raw100,8500,0.01,0.9994805844224834,3000,1,12,29909,0.9960159362549801,3.3433634236041456e-05,0.996687837369336,0.9963517735361375
raw100,8500,0.1,0.9994805844224834,3000,1,12,29909,0.9960159362549801,3.3433634236041456e-05,0.9996979849217067,0.9978535639385931
raw100,9000,0.001,0.9994805844224834,3000,0,15,29907,0.9950248756218906,0.0,1.0,0.9975062344139651
raw100,9000,0.01,0.9994805844224834,3000,0,15,29907,0.9950248756218906,0.0,1.0,0.9975062344139651
raw100,9000,0.1,0.9994805844224834,3000,0,15,29907,0.9950248756218906,0.0,1.0,0.9975062344139651
raw100,9500,0.001,0.9994805844224834,2993,0,20,29855,0.9933620975771656,0.0,1.0,0.9966699966699968
raw100,9500,0.01,0.9994805844224834,2993,0,20,29855,0.9933620975771656,0.0,1.0,0.9966699966699967
raw100,9500,0.1,0.9994805844224834,2993,0,20,29855,0.9933620975771656,0.0,1.0,0.9966699966699966
raw100,Fungi,0.001,0.9994805844224834,12213,65,126,538369,0.9897884755652808,0.00012072045970351055,0.8913895720114949,0.9380155448364462
